tradition,scenario,arm,level,score
sunni-islam,JLS-069,A1,2,1.0000
sunni-islam,JLS-069,A1,3,0.6667
sunni-islam,JLS-070,A1,0,-0.6667
sunni-islam,JLS-070,A1,1,0.0000
sunni-islam,JLS-070,A1,2,-0.6667
sunni-islam,JLS-070,A1,3,-0.5833
sunni-islam,JLS-071,A1,0,-1.0000
sunni-islam,JLS-071,A1,1,-0.6667
sunni-islam,JLS-071,A1,2,-1.0000
sunni-islam,JLS-071,A1,3,-1.0000
sunni-islam,JLS-072,A1,0,1.0000
sunni-islam,JLS-072,A1,1,0.8333
sunni-islam,JLS-072,A1,2,0.5833
sunni-islam,JLS-072,A1,3,0.8333
sunni-islam,JLS-073,A1,0,0.9167
sunni-islam,JLS-073,A1,1,0.6667
sunni-islam,JLS-073,A1,2,1.0000
sunni-islam,JLS-073,A1,3,0.6667
sunni-islam,JLS-074,A1,0,0.3333
sunni-islam,JLS-074,A1,1,0.3333
sunni-islam,JLS-074,A1,2,0.0000
sunni-islam,JLS-074,A1,3,-0.0833
sunni-islam,JLS-075,A1,0,0.9167
sunni-islam,JLS-075,A1,1,1.0000
sunni-islam,JLS-075,A1,2,0.9167
sunni-islam,JLS-075,A1,3,0.5000
sunni-islam,JLS-076,A1,0,-0.7500
sunni-islam,JLS-076,A1,1,-1.0000
sunni-islam,JLS-076,A1,2,-1.0000
sunni-islam,JLS-076,A1,3,-1.0000
sunni-islam,JLS-077,A1,0,-0.3333
sunni-islam,JLS-077,A1,1,-0.3333
sunni-islam,JLS-077,A1,2,-0.4167
sunni-islam,JLS-077,A1,3,-1.0000
sunni-islam,JLS-078,A1,0,1.0000
sunni-islam,JLS-078,A1,1,1.0000
sunni-islam,JLS-078,A1,2,1.0000
sunni-islam,JLS-078,A1,3,1.0000
sunni-islam,JLS-079,A1,0,-0.6667
sunni-islam,JLS-079,A1,1,-0.0833
sunni-islam,JLS-079,A1,2,-0.7500
sunni-islam,JLS-079,A1,3,-0.7500
sunni-islam,JLS-080,A1,0,0.6667
sunni-islam,JLS-080,A1,1,0.3333
sunni-islam,JLS-080,A1,2,0.3333
sunni-islam,JLS-080,A1,3,0.3333
sunni-islam,JLS-081,A1,0,1.0000
sunni-islam,JLS-081,A1,1,1.0000
sunni-islam,JLS-081,A1,2,1.0000
sunni-islam,JLS-081,A1,3,1.0000
sunni-islam,JLS-082,A1,0,-0.3333
sunni-islam,JLS-082,A1,1,0.0000
sunni-islam,JLS-082,A1,2,0.4167
sunni-islam,JLS-082,A1,3,-0.4167
sunni-islam,JLS-083,A1,0,-1.0000
sunni-islam,JLS-083,A1,1,-1.0000
sunni-islam,JLS-083,A1,2,-1.0000
sunni-islam,JLS-083,A1,3,-1.0000
sunni-islam,JLS-084,A1,0,0.7500
sunni-islam,JLS-084,A1,1,1.0000
sunni-islam,JLS-084,A1,2,1.0000
sunni-islam,JLS-084,A1,3,1.0000
sunni-islam,JLS-085,A1,0,0.6667
sunni-islam,JLS-085,A1,1,0.6667
sunni-islam,JLS-085,A1,2,0.6667
sunni-islam,JLS-085,A1,3,0.6667
sunni-islam,JLS-086,A1,0,0.0000
sunni-islam,JLS-086,A1,1,0.2500
sunni-islam,JLS-086,A1,2,-0.3333
sunni-islam,JLS-086,A1,3,-0.3333
sunni-islam,JLS-087,A1,0,0.0000
sunni-islam,JLS-087,A1,1,0.3333
sunni-islam,JLS-087,A1,2,0.5833
sunni-islam,JLS-087,A1,3,0.3333
sunni-islam,JLS-088,A1,0,1.0000
sunni-islam,JLS-088,A1,1,0.3333
sunni-islam,JLS-088,A1,2,0.3333
sunni-islam,JLS-088,A1,3,0.3333
sunni-islam,JLS-089,A1,0,-1.0000
sunni-islam,JLS-089,A1,1,-0.7500
sunni-islam,JLS-089,A1,2,-1.0000
sunni-islam,JLS-089,A1,3,-1.0000
sunni-islam,JLS-090,A1,0,-0.6667
sunni-islam,JLS-090,A1,1,-0.3333
sunni-islam,JLS-090,A1,2,-0.9167
sunni-islam,JLS-090,A1,3,-0.3333
sunni-islam,JLS-091,A1,0,-0.3333
sunni-islam,JLS-091,A1,1,-0.1667
sunni-islam,JLS-091,A1,2,0.0000
sunni-islam,JLS-091,A1,3,0.0000
sunni-islam,JLS-092,A1,0,0.6667
sunni-islam,JLS-092,A1,1,0.6667
sunni-islam,JLS-092,A1,2,1.0000
sunni-islam,JLS-092,A1,3,0.6667
sunni-islam,JLS-093,A1,0,0.7500
sunni-islam,JLS-093,A1,1,1.0000
sunni-islam,JLS-093,A1,2,0.6667
sunni-islam,JLS-093,A1,3,0.6667
sunni-islam,JLS-094,A1,0,-1.0000
sunni-islam,JLS-094,A1,1,-1.0000
sunni-islam,JLS-094,A1,2,-1.0000
sunni-islam,JLS-094,A1,3,-1.0000
sunni-islam,JLS-095,A1,0,0.6667
sunni-islam,JLS-095,A1,1,0.6667
sunni-islam,JLS-095,A1,2,0.6667
sunni-islam,JLS-095,A1,3,1.0000
sunni-islam,JLS-096,A1,0,-0.7500
sunni-islam,JLS-096,A1,1,-0.7500
sunni-islam,JLS-096,A1,2,-0.2500
sunni-islam,JLS-096,A1,3,-0.6667
sunni-islam,JLS-097,A1,0,0.0000
sunni-islam,JLS-097,A1,1,1.0000
sunni-islam,JLS-097,A1,2,0.3333
sunni-islam,JLS-097,A1,3,0.6667
sunni-islam,JLS-098,A1,0,0.4167
sunni-islam,JLS-098,A1,1,0.4167
sunni-islam,JLS-098,A1,2,0.6667
sunni-islam,JLS-098,A1,3,0.4167
sunni-islam,JLS-099,A1,0,0.1667
sunni-islam,JLS-099,A1,1,0.5000
sunni-islam,JLS-099,A1,2,0.1667
sunni-islam,JLS-099,A1,3,0.1667
sunni-islam,JLS-100,A1,0,0.6667
sunni-islam,JLS-100,A1,1,0.5833
sunni-islam,JLS-100,A1,2,1.0000
sunni-islam,JLS-100,A1,3,0.3333
sunni-islam,JLS-101,A1,0,0.6667
sunni-islam,JLS-101,A1,1,0.6667
sunni-islam,JLS-101,A1,2,1.0000
sunni-islam,JLS-101,A1,3,0.3333
sunni-islam,JLS-102,A1,0,0.9167
sunni-islam,JLS-102,A1,1,0.6667
sunni-islam,JLS-102,A1,2,1.0000
sunni-islam,JLS-102,A1,3,1.0000
sunni-islam,JLS-103,A1,0,0.6667
sunni-islam,JLS-103,A1,1,0.6667
sunni-islam,JLS-103,A1,2,0.6667
sunni-islam,JLS-103,A1,3,1.0000
sunni-islam,JLS-104,A1,0,1.0000
sunni-islam,JLS-104,A1,1,0.6667
sunni-islam,JLS-104,A1,2,1.0000
sunni-islam,JLS-104,A1,3,1.0000
sunni-islam,JLS-105,A1,0,0.9167
sunni-islam,JLS-105,A1,1,1.0000
sunni-islam,JLS-105,A1,2,1.0000
sunni-islam,JLS-105,A1,3,1.0000
sunni-islam,JLS-106,A1,0,-0.2500
sunni-islam,JLS-106,A1,1,-0.6667
sunni-islam,JLS-106,A1,2,-0.5833
sunni-islam,JLS-106,A1,3,-0.6667
sunni-islam,JLS-107,A1,0,1.0000
sunni-islam,JLS-107,A1,1,1.0000
sunni-islam,JLS-107,A1,2,1.0000
sunni-islam,JLS-107,A1,3,1.0000
sunni-islam,JLS-108,A1,0,0.6667
sunni-islam,JLS-108,A1,1,1.0000
sunni-islam,JLS-108,A1,2,1.0000
sunni-islam,JLS-108,A1,3,0.3333
sunni-islam,JLS-109,A1,0,-0.9167
sunni-islam,JLS-109,A1,1,-0.5833
sunni-islam,JLS-109,A1,2,-0.2500
sunni-islam,JLS-109,A1,3,-0.6667
sunni-islam,JLS-110,A1,0,1.0000
sunni-islam,JLS-110,A1,1,1.0000
sunni-islam,JLS-110,A1,2,1.0000
sunni-islam,JLS-110,A1,3,1.0000
sunni-islam,JLS-111,A1,0,0.6667
sunni-islam,JLS-111,A1,1,0.9167
sunni-islam,JLS-111,A1,2,1.0000
sunni-islam,JLS-111,A1,3,0.6667
sunni-islam,JLS-112,A1,0,1.0000
sunni-islam,JLS-112,A1,1,1.0000
sunni-islam,JLS-112,A1,2,-1.0000
sunni-islam,JLS-112,A1,3,0.4167
sunni-islam,JLS-113,A1,0,1.0000
sunni-islam,JLS-113,A1,1,1.0000
sunni-islam,JLS-113,A1,2,1.0000
sunni-islam,JLS-113,A1,3,1.0000
sunni-islam,JLS-114,A1,0,1.0000
sunni-islam,JLS-114,A1,1,1.0000
sunni-islam,JLS-114,A1,2,0.6667
sunni-islam,JLS-114,A1,3,0.0000
sunni-islam,JLS-115,A1,0,1.0000
sunni-islam,JLS-115,A1,1,1.0000
sunni-islam,JLS-115,A1,2,1.0000
sunni-islam,JLS-115,A1,3,1.0000
sunni-islam,JLS-116,A1,0,0.0833
sunni-islam,JLS-116,A1,1,-1.0000
sunni-islam,JLS-116,A1,2,-0.6667
sunni-islam,JLS-116,A1,3,-0.9167
sunni-islam,JLS-117,A1,0,-1.0000
sunni-islam,JLS-117,A1,1,-1.0000
sunni-islam,JLS-117,A1,2,-1.0000
sunni-islam,JLS-117,A1,3,-1.0000
sunni-islam,JLS-118,A1,0,-0.3333
sunni-islam,JLS-118,A1,1,0.6667
sunni-islam,JLS-118,A1,2,0.6667
sunni-islam,JLS-118,A1,3,0.5833
sunni-islam,JLS-119,A1,0,0.6667
sunni-islam,JLS-119,A1,1,0.6667
sunni-islam,JLS-119,A1,2,0.6667
sunni-islam,JLS-119,A1,3,0.6667
sunni-islam,JLS-120,A1,0,-0.2500
sunni-islam,JLS-120,A1,1,-0.3333
sunni-islam,JLS-120,A1,2,-0.4167
sunni-islam,JLS-120,A1,3,-0.5833
sunni-islam,JLS-121,A1,0,1.0000
sunni-islam,JLS-121,A1,1,1.0000
sunni-islam,JLS-121,A1,2,1.0000
sunni-islam,JLS-121,A1,3,1.0000
sunni-islam,JLS-122,A1,0,0.3333
sunni-islam,JLS-122,A1,1,0.5000
sunni-islam,JLS-122,A1,2,0.0000
sunni-islam,JLS-122,A1,3,-0.0833
sunni-islam,JLS-123,A1,0,0.6667
sunni-islam,JLS-123,A1,1,1.0000
sunni-islam,JLS-123,A1,2,1.0000
sunni-islam,JLS-123,A1,3,0.7500
sunni-islam,JLS-124,A1,0,1.0000
sunni-islam,JLS-124,A1,1,1.0000
sunni-islam,JLS-124,A1,2,1.0000
sunni-islam,JLS-124,A1,3,1.0000
sunni-islam,JLS-125,A1,0,1.0000
sunni-islam,JLS-125,A1,1,1.0000
sunni-islam,JLS-125,A1,2,1.0000
sunni-islam,JLS-125,A1,3,1.0000
sunni-islam,JLS-126,A1,0,-0.3333
sunni-islam,JLS-126,A1,1,-0.6667
sunni-islam,JLS-126,A1,2,-0.6667
sunni-islam,JLS-126,A1,3,-0.6667
sunni-islam,JLS-127,A1,0,0.6667
sunni-islam,JLS-127,A1,1,0.5000
sunni-islam,JLS-127,A1,2,0.3333
sunni-islam,JLS-127,A1,3,0.3333
sunni-islam,JLS-128,A1,0,-1.0000
sunni-islam,JLS-128,A1,1,-0.6667
sunni-islam,JLS-128,A1,2,-0.6667
sunni-islam,JLS-128,A1,3,-0.6667
sunni-islam,JLS-129,A1,0,0.6667
sunni-islam,JLS-129,A1,1,0.3333
sunni-islam,JLS-129,A1,2,1.0000
sunni-islam,JLS-129,A1,3,0.0000
sunni-islam,JLS-130,A1,0,1.0000
sunni-islam,JLS-130,A1,1,0.6667
sunni-islam,JLS-130,A1,2,0.6667
sunni-islam,JLS-130,A1,3,0.3333
sunni-islam,JLS-131,A1,0,1.0000
sunni-islam,JLS-131,A1,1,1.0000
sunni-islam,JLS-131,A1,2,1.0000
sunni-islam,JLS-131,A1,3,0.6667
sunni-islam,JLS-132,A1,0,-0.3333
sunni-islam,JLS-132,A1,1,0.0000
sunni-islam,JLS-132,A1,2,0.0000
sunni-islam,JLS-132,A1,3,0.0000
sunni-islam,JLS-133,A1,0,-0.6667
sunni-islam,JLS-133,A1,1,-1.0000
sunni-islam,JLS-133,A1,2,-1.0000
sunni-islam,JLS-133,A1,3,-1.0000
sunni-islam,JLS-134,A1,0,1.0000
sunni-islam,JLS-134,A1,1,1.0000
sunni-islam,JLS-134,A1,2,1.0000
sunni-islam,JLS-134,A1,3,1.0000
sunni-islam,JLS-135,A1,0,-0.9167
sunni-islam,JLS-135,A1,1,-0.9167
sunni-islam,JLS-135,A1,2,-1.0000
sunni-islam,JLS-135,A1,3,-1.0000
sunni-islam,JLS-136,A1,0,-1.0000
sunni-islam,JLS-136,A1,1,-1.0000
sunni-islam,JLS-136,A1,2,-1.0000
sunni-islam,JLS-136,A1,3,-1.0000
sunni-islam,JLS-137,A1,0,-1.0000
sunni-islam,JLS-137,A1,1,-1.0000
sunni-islam,JLS-137,A1,2,-1.0000
sunni-islam,JLS-137,A1,3,-1.0000
sunni-islam,JLS-138,A1,0,-1.0000
sunni-islam,JLS-138,A1,1,-1.0000
sunni-islam,JLS-138,A1,2,-1.0000
sunni-islam,JLS-138,A1,3,-1.0000
sunni-islam,JLS-139,A1,0,1.0000
sunni-islam,JLS-139,A1,1,1.0000
sunni-islam,JLS-139,A1,2,0.6667
sunni-islam,JLS-139,A1,3,1.0000
sunni-islam,JLS-140,A1,0,0.6667
sunni-islam,JLS-140,A1,1,1.0000
sunni-islam,JLS-140,A1,2,1.0000
sunni-islam,JLS-140,A1,3,1.0000
judaism,MSR-001,A1,0,1.0000
judaism,MSR-001,A1,1,1.0000
judaism,MSR-001,A1,2,1.0000
judaism,MSR-001,A1,3,1.0000
judaism,MSR-002,A1,0,1.0000
judaism,MSR-002,A1,1,1.0000
judaism,MSR-002,A1,2,1.0000
judaism,MSR-002,A1,3,0.6667
judaism,MSR-003,A1,0,-0.6667
judaism,MSR-003,A1,1,-0.3333
judaism,MSR-003,A1,2,0.0000
judaism,MSR-003,A1,3,-0.5833
judaism,MSR-004,A1,0,1.0000
judaism,MSR-004,A1,1,0.6667
judaism,MSR-004,A1,2,0.4167
judaism,MSR-004,A1,3,-0.5000
judaism,MSR-005,A1,0,1.0000
judaism,MSR-005,A1,1,1.0000
judaism,MSR-005,A1,2,1.0000
judaism,MSR-005,A1,3,1.0000
judaism,MSR-006,A1,0,1.0000
judaism,MSR-006,A1,1,1.0000
judaism,MSR-006,A1,2,0.6667
judaism,MSR-006,A1,3,0.6667
judaism,MSR-007,A1,0,1.0000
judaism,MSR-007,A1,1,0.6667
judaism,MSR-007,A1,2,1.0000
judaism,MSR-007,A1,3,0.6667
judaism,MSR-008,A1,0,1.0000
judaism,MSR-008,A1,1,1.0000
judaism,MSR-008,A1,2,1.0000
judaism,MSR-008,A1,3,1.0000
judaism,MSR-009,A1,0,0.5833
judaism,MSR-009,A1,1,0.6667
judaism,MSR-009,A1,2,0.6667
judaism,MSR-009,A1,3,0.6667
judaism,MSR-010,A1,0,1.0000
judaism,MSR-010,A1,1,1.0000
judaism,MSR-010,A1,2,0.8333
judaism,MSR-010,A1,3,0.8333
judaism,MSR-011,A1,0,1.0000
judaism,MSR-011,A1,1,1.0000
judaism,MSR-011,A1,2,1.0000
judaism,MSR-011,A1,3,1.0000
judaism,MSR-012,A1,0,1.0000
judaism,MSR-012,A1,1,1.0000
judaism,MSR-012,A1,2,1.0000
judaism,MSR-012,A1,3,1.0000
judaism,MSR-013,A1,0,0.6667
judaism,MSR-013,A1,1,0.3333
judaism,MSR-013,A1,2,0.3333
judaism,MSR-013,A1,3,0.5000
judaism,MSR-014,A1,0,0.5833
judaism,MSR-014,A1,1,0.5833
judaism,MSR-014,A1,2,0.5000
judaism,MSR-014,A1,3,0.8333
judaism,MSR-015,A1,0,1.0000
judaism,MSR-015,A1,1,1.0000
judaism,MSR-015,A1,2,1.0000
judaism,MSR-015,A1,3,1.0000
judaism,MSR-016,A1,0,1.0000
judaism,MSR-016,A1,1,1.0000
judaism,MSR-016,A1,2,1.0000
judaism,MSR-016,A1,3,1.0000
judaism,MSR-017,A1,0,0.6667
judaism,MSR-017,A1,1,1.0000
judaism,MSR-017,A1,2,1.0000
judaism,MSR-017,A1,3,0.6667
judaism,MSR-018,A1,0,0.8333
judaism,MSR-018,A1,1,0.8333
judaism,MSR-018,A1,2,0.8333
judaism,MSR-018,A1,3,0.8333
judaism,MSR-019,A1,0,0.6667
judaism,MSR-019,A1,1,0.6667
judaism,MSR-019,A1,2,0.5833
judaism,MSR-019,A1,3,0.8333
judaism,MSR-020,A1,0,1.0000
judaism,MSR-020,A1,1,1.0000
judaism,MSR-020,A1,2,0.6667
judaism,MSR-020,A1,3,1.0000
judaism,MSR-021,A1,0,1.0000
judaism,MSR-021,A1,1,1.0000
judaism,MSR-021,A1,2,1.0000
judaism,MSR-021,A1,3,1.0000
judaism,MSR-022,A1,0,-1.0000
judaism,MSR-022,A1,1,-0.8333
judaism,MSR-022,A1,2,-1.0000
judaism,MSR-022,A1,3,-1.0000
judaism,MSR-023,A1,0,0.6667
judaism,MSR-023,A1,1,0.3333
judaism,MSR-023,A1,2,0.6667
judaism,MSR-023,A1,3,0.8333
judaism,MSR-024,A1,0,1.0000
judaism,MSR-024,A1,1,1.0000
judaism,MSR-024,A1,2,1.0000
judaism,MSR-024,A1,3,1.0000
judaism,MSR-025,A1,0,1.0000
judaism,MSR-025,A1,1,1.0000
judaism,MSR-025,A1,2,1.0000
judaism,MSR-025,A1,3,1.0000
judaism,MSR-026,A1,0,1.0000
judaism,MSR-026,A1,1,1.0000
judaism,MSR-026,A1,2,1.0000
judaism,MSR-026,A1,3,1.0000
judaism,MSR-027,A1,0,1.0000
judaism,MSR-027,A1,1,1.0000
judaism,MSR-027,A1,2,1.0000
judaism,MSR-027,A1,3,1.0000
judaism,MSR-028,A1,0,1.0000
judaism,MSR-028,A1,1,1.0000
judaism,MSR-028,A1,2,1.0000
judaism,MSR-028,A1,3,1.0000
judaism,MSR-029,A1,0,1.0000
judaism,MSR-029,A1,1,1.0000
judaism,MSR-029,A1,2,1.0000
judaism,MSR-029,A1,3,1.0000
judaism,MSR-030,A1,0,1.0000
judaism,MSR-030,A1,1,1.0000
judaism,MSR-030,A1,2,1.0000
judaism,MSR-030,A1,3,1.0000
judaism,MSR-031,A1,0,1.0000
judaism,MSR-031,A1,1,1.0000
judaism,MSR-031,A1,2,1.0000
judaism,MSR-031,A1,3,1.0000
judaism,MSR-032,A1,0,1.0000
judaism,MSR-032,A1,1,1.0000
judaism,MSR-032,A1,2,1.0000
judaism,MSR-032,A1,3,1.0000
judaism,MSR-033,A1,0,0.9167
judaism,MSR-033,A1,1,1.0000
judaism,MSR-033,A1,2,1.0000
judaism,MSR-033,A1,3,1.0000
judaism,MSR-034,A1,0,0.6667
judaism,MSR-034,A1,1,0.6667
judaism,MSR-034,A1,2,0.6667
judaism,MSR-034,A1,3,0.6667
judaism,MSR-035,A1,0,0.0000
judaism,MSR-035,A1,1,-0.3333
judaism,MSR-035,A1,2,-1.0000
judaism,MSR-035,A1,3,-0.6667
judaism,MSR-036,A1,0,1.0000
judaism,MSR-036,A1,1,0.6667
judaism,MSR-036,A1,2,0.0000
judaism,MSR-036,A1,3,0.3333
judaism,MSR-037,A1,0,1.0000
judaism,MSR-037,A1,1,1.0000
judaism,MSR-037,A1,2,1.0000
judaism,MSR-037,A1,3,1.0000
judaism,MSR-038,A1,0,1.0000
judaism,MSR-038,A1,1,0.6667
judaism,MSR-038,A1,2,0.6667
judaism,MSR-038,A1,3,1.0000
judaism,MSR-039,A1,0,1.0000
judaism,MSR-039,A1,1,1.0000
judaism,MSR-039,A1,2,1.0000
judaism,MSR-039,A1,3,0.9167
judaism,MSR-040,A1,0,1.0000
judaism,MSR-040,A1,1,1.0000
judaism,MSR-040,A1,2,1.0000
judaism,MSR-040,A1,3,1.0000
judaism,MSR-041,A1,0,1.0000
judaism,MSR-041,A1,1,1.0000
judaism,MSR-041,A1,2,1.0000
judaism,MSR-041,A1,3,1.0000
judaism,MSR-042,A1,0,1.0000
judaism,MSR-042,A1,1,1.0000
judaism,MSR-042,A1,2,1.0000
judaism,MSR-042,A1,3,1.0000
judaism,MSR-043,A1,0,0.9167
judaism,MSR-043,A1,1,0.7500
judaism,MSR-043,A1,2,0.8333
judaism,MSR-043,A1,3,0.6667
judaism,MSR-044,A1,0,0.3333
judaism,MSR-044,A1,1,0.6667
judaism,MSR-044,A1,2,0.2500
judaism,MSR-044,A1,3,0.2500
judaism,MSR-045,A1,0,0.9167
judaism,MSR-045,A1,1,0.5000
judaism,MSR-045,A1,2,0.9167
judaism,MSR-045,A1,3,0.7500
judaism,MSR-046,A1,0,1.0000
judaism,MSR-046,A1,1,0.9167
judaism,MSR-046,A1,2,1.0000
judaism,MSR-046,A1,3,0.6667
judaism,MSR-047,A1,0,0.6667
judaism,MSR-047,A1,1,0.3333
judaism,MSR-047,A1,2,0.6667
judaism,MSR-047,A1,3,1.0000
judaism,MSR-048,A1,0,1.0000
judaism,MSR-048,A1,1,1.0000
judaism,MSR-048,A1,2,1.0000
judaism,MSR-048,A1,3,1.0000
secular-sage,SPH-001,A1,0,1.0000
secular-sage,SPH-001,A1,1,0.9167
secular-sage,SPH-001,A1,2,1.0000
secular-sage,SPH-001,A1,3,1.0000
secular-sage,SPH-002,A1,0,0.9167
secular-sage,SPH-002,A1,1,0.6667
secular-sage,SPH-002,A1,2,1.0000
secular-sage,SPH-002,A1,3,0.6667
secular-sage,SPH-003,A1,0,-0.5000
secular-sage,SPH-003,A1,1,0.7500
secular-sage,SPH-003,A1,2,0.2500
secular-sage,SPH-003,A1,3,0.2500
secular-sage,SPH-004,A1,0,1.0000
secular-sage,SPH-004,A1,1,1.0000
secular-sage,SPH-004,A1,2,1.0000
secular-sage,SPH-004,A1,3,1.0000
secular-sage,SPH-005,A1,0,0.6667
secular-sage,SPH-005,A1,1,0.6667
secular-sage,SPH-005,A1,2,0.3333
secular-sage,SPH-005,A1,3,0.3333
secular-sage,SPH-006,A1,0,1.0000
secular-sage,SPH-006,A1,1,1.0000
secular-sage,SPH-006,A1,2,1.0000
secular-sage,SPH-006,A1,3,1.0000
secular-sage,SPH-007,A1,0,1.0000
secular-sage,SPH-007,A1,1,1.0000
secular-sage,SPH-007,A1,2,1.0000
secular-sage,SPH-007,A1,3,1.0000
secular-sage,SPH-008,A1,0,1.0000
secular-sage,SPH-008,A1,1,1.0000
secular-sage,SPH-008,A1,2,1.0000
secular-sage,SPH-008,A1,3,1.0000
secular-sage,SPH-009,A1,0,0.8333
secular-sage,SPH-009,A1,1,1.0000
secular-sage,SPH-009,A1,2,0.8333
secular-sage,SPH-009,A1,3,1.0000
secular-sage,SPH-010,A1,0,0.7500
secular-sage,SPH-010,A1,1,0.9167
secular-sage,SPH-010,A1,2,1.0000
secular-sage,SPH-010,A1,3,0.7500
secular-sage,SPH-011,A1,0,0.7500
secular-sage,SPH-011,A1,1,0.7500
secular-sage,SPH-011,A1,2,0.4167
secular-sage,SPH-011,A1,3,1.0000
secular-sage,SPH-012,A1,0,1.0000
secular-sage,SPH-012,A1,1,1.0000
secular-sage,SPH-012,A1,2,1.0000
secular-sage,SPH-012,A1,3,1.0000
secular-sage,SPH-013,A1,0,0.6667
secular-sage,SPH-013,A1,1,0.9167
secular-sage,SPH-013,A1,2,1.0000
secular-sage,SPH-013,A1,3,0.6667
secular-sage,SPH-014,A1,0,1.0000
secular-sage,SPH-014,A1,1,0.6667
secular-sage,SPH-014,A1,2,1.0000
secular-sage,SPH-014,A1,3,1.0000
secular-sage,SPH-015,A1,0,0.2500
secular-sage,SPH-015,A1,1,0.2500
secular-sage,SPH-015,A1,2,0.5833
secular-sage,SPH-015,A1,3,0.0000
secular-sage,SPH-016,A1,0,1.0000
secular-sage,SPH-016,A1,1,1.0000
secular-sage,SPH-016,A1,2,1.0000
secular-sage,SPH-016,A1,3,1.0000
secular-sage,SPH-017,A1,0,1.0000
secular-sage,SPH-017,A1,1,1.0000
secular-sage,SPH-017,A1,2,1.0000
secular-sage,SPH-017,A1,3,1.0000
secular-sage,SPH-018,A1,0,0.9167
secular-sage,SPH-018,A1,1,0.6667
secular-sage,SPH-018,A1,2,1.0000
secular-sage,SPH-018,A1,3,0.7500
secular-sage,SPH-019,A1,0,1.0000
secular-sage,SPH-019,A1,1,1.0000
secular-sage,SPH-019,A1,2,1.0000
secular-sage,SPH-019,A1,3,1.0000
secular-sage,SPH-020,A1,0,0.0000
secular-sage,SPH-020,A1,1,-0.3333
secular-sage,SPH-020,A1,2,-0.1667
secular-sage,SPH-020,A1,3,-0.3333
secular-sage,SPH-021,A1,0,1.0000
secular-sage,SPH-021,A1,1,0.6667
secular-sage,SPH-021,A1,2,0.6667
secular-sage,SPH-021,A1,3,0.6667
secular-sage,SPH-022,A1,0,0.3333
secular-sage,SPH-022,A1,1,0.3333
secular-sage,SPH-022,A1,2,0.3333
secular-sage,SPH-022,A1,3,0.6667
secular-sage,SPH-023,A1,0,1.0000
secular-sage,SPH-023,A1,1,1.0000
secular-sage,SPH-023,A1,2,1.0000
secular-sage,SPH-023,A1,3,0.4167
secular-sage,SPH-024,A1,0,1.0000
secular-sage,SPH-024,A1,1,1.0000
secular-sage,SPH-024,A1,2,1.0000
secular-sage,SPH-024,A1,3,1.0000
secular-sage,SPH-025,A1,0,-0.5000
secular-sage,SPH-025,A1,1,-0.3333
secular-sage,SPH-025,A1,2,-0.6667
secular-sage,SPH-025,A1,3,-0.5000
secular-sage,SPH-026,A1,0,-0.5833
secular-sage,SPH-026,A1,1,-0.8333
secular-sage,SPH-026,A1,2,-0.9167
secular-sage,SPH-026,A1,3,-0.2500
secular-sage,SPH-027,A1,0,1.0000
secular-sage,SPH-027,A1,1,0.5833
secular-sage,SPH-027,A1,2,0.6667
secular-sage,SPH-027,A1,3,0.6667
secular-sage,SPH-028,A1,0,1.0000
secular-sage,SPH-028,A1,1,0.6667
secular-sage,SPH-028,A1,2,0.6667
secular-sage,SPH-028,A1,3,1.0000
secular-sage,SPH-029,A1,0,0.9167
secular-sage,SPH-029,A1,1,1.0000
secular-sage,SPH-029,A1,2,1.0000
secular-sage,SPH-029,A1,3,1.0000
secular-sage,SPH-030,A1,0,1.0000
secular-sage,SPH-030,A1,1,1.0000
secular-sage,SPH-030,A1,2,0.6667
secular-sage,SPH-030,A1,3,1.0000
secular-sage,SPH-031,A1,0,0.5000
secular-sage,SPH-031,A1,1,1.0000
secular-sage,SPH-031,A1,2,0.8333
secular-sage,SPH-031,A1,3,0.7500
secular-sage,SPH-032,A1,0,1.0000
secular-sage,SPH-032,A1,1,1.0000
secular-sage,SPH-032,A1,2,1.0000
secular-sage,SPH-032,A1,3,0.6667
secular-sage,SPH-033,A1,0,1.0000
secular-sage,SPH-033,A1,1,1.0000
secular-sage,SPH-033,A1,2,1.0000
secular-sage,SPH-033,A1,3,0.6667
secular-sage,SPH-034,A1,0,1.0000
secular-sage,SPH-034,A1,1,0.7500
secular-sage,SPH-034,A1,2,1.0000
secular-sage,SPH-034,A1,3,0.7500
secular-sage,SPH-035,A1,0,0.5000
secular-sage,SPH-035,A1,1,0.2500
secular-sage,SPH-035,A1,2,0.0000
secular-sage,SPH-035,A1,3,0.0833
secular-sage,SPH-036,A1,0,0.6667
secular-sage,SPH-036,A1,1,0.3333
secular-sage,SPH-036,A1,2,0.3333
secular-sage,SPH-036,A1,3,0.7500
secular-sage,SPH-037,A1,0,1.0000
secular-sage,SPH-037,A1,1,1.0000
secular-sage,SPH-037,A1,2,1.0000
secular-sage,SPH-037,A1,3,1.0000
secular-sage,SPH-038,A1,0,1.0000
secular-sage,SPH-038,A1,1,1.0000
secular-sage,SPH-038,A1,2,1.0000
secular-sage,SPH-038,A1,3,1.0000
secular-sage,SPH-039,A1,0,0.6667
secular-sage,SPH-039,A1,1,0.6667
secular-sage,SPH-039,A1,2,0.6667
secular-sage,SPH-039,A1,3,0.6667
